0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Elastic_modulus,energy_efficiency,num_reinforced
1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1.425915969,0.330676596,6
1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1.414452927,0.330314049,6
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.329271018,0.414405917,4
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.449827321,0.312894632,6
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1.354635367,0.332416282,5
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.431611221,0.311642878,6
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.394416572,0.36608564,5
1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1.438613007,0.316102424,6
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.437297467,0.330408571,6
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1.407369352,0.368278978,5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.324060148,0.417010794,3
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.402664896,0.356749397,5
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1.424019775,0.358175909,6
1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.389145293,0.334167819,5
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1.52195378,0.344597747,6
0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1.458553185,0.313494588,6
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.411203916,0.32385119,6
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1.407191149,0.313776452,6
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.375055495,0.351171878,5
1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1.396711593,0.370403672,5
1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1.464324528,0.309083493,6
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1.425796171,0.392754869,5
1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1.444150767,0.365148785,6
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.372136674,0.397033441,4
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1.42835217,0.32920093,6
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.406983877,0.372067796,5
1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.393317366,0.34821932,5
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.438252475,0.332560422,6
1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.445963759,0.344817894,6
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.373951692,0.387254183,4
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.358375529,0.376921969,5
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.362582114,0.384236892,5
1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1.457038821,0.339500906,6
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1.398537177,0.341065411,5
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.367329852,0.440795206,4
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1.389126895,0.381882523,5
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.345892931,0.392781622,4
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1.437220043,0.371370829,6
1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1.4669512,0.325999752,6
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.413963679,0.377965622,5
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.415787454,0.327684588,6
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1.439126731,0.350597093,6
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.381930527,0.350685553,5
0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1.427798352,0.334668412,6
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1.439905074,0.310933378,6
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.359180003,0.39135029,4
1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1.427117962,0.328053415,6
0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1.422260909,0.338472237,6
1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1.41436278,0.38480041,5
1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1.453704554,0.361382875,6
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1.461710762,0.341751103,6
1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.45536484,0.337506093,6
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.418885704,0.365693185,5
0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1.47514706,0.3287503,6
0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1.535334154,0.377426935,6
1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1.379605135,0.336312328,6
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.334687897,0.352297298,5
1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1.462974702,0.357147054,6
1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.453287099,0.337581961,6
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.329318669,0.463194401,3
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1.432715797,0.390157887,5
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.402876222,0.383064884,5
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1.405079714,0.319257166,5
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.337655551,0.386919623,4
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.318613476,0.417212866,4
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1.434703563,0.331277739,6
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1.530210958,0.344546742,6
1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1.483522732,0.361669387,6
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.373214522,0.334121922,5
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1.432256004,0.329755342,6
1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1.443824366,0.34224046,6
1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.416116841,0.337051778,5
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.337806875,0.395692112,4
1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.359050423,0.352461988,5
0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.403824288,0.340783715,5
0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1.417662552,0.359934967,5
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1.371370744,0.407068663,4
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1.451225571,0.36138898,6
1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1.427918055,0.338918946,6
1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1.495129272,0.373314865,6
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.517656901,0.363309069,6
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1.409052176,0.377006246,5
1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.44292432,0.327398096,6
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1.462892204,0.370714932,6
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1.436692334,0.359786153,5
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1.463074647,0.340138026,6
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.330775095,0.425006315,3
